song_name,duration,artist,album,album_cover,played_at
Shut up My Moms Calling,164571,Hotel Ugly,Shut up My Moms Calling,https://i.scdn.co/image/ab67616d0000b2734e9657f8a8d50fb54f4d2c94,2022-06-16T05:32:07.075Z
Fashion Killa,236280,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),https://i.scdn.co/image/ab67616d0000b2732ae92030b51fb8135d694af9,2022-06-16T05:27:11.820Z
Ley del Hielo,212558,Canserbero,Vida,https://i.scdn.co/image/ab67616d0000b2730f38ea3b0b59d4b59b4da2e6,2022-06-16T05:21:47.785Z
HACIENDO QUE ME AMAS,217768,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,2022-06-16T05:18:14.245Z
BYE ME FUI,178000,Bad Bunny,LAS QUE NO IBAN A SALIR,https://i.scdn.co/image/ab67616d0000b273ae879683217d488c39600092,2022-06-16T05:09:05.716Z
Nunca Estoy,162493,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-16T05:06:07.442Z
Tú Me Dejaste De Querer,198493,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-16T05:03:24.407Z
Primer Dia de Clases,146823,Mora,Primer Dia de Clases,https://i.scdn.co/image/ab67616d0000b273dcec31b44548687b2a81d0c2,2022-06-16T05:00:05.761Z
Como Antes,142576,Rels B,Como Antes,https://i.scdn.co/image/ab67616d0000b273c5f773d4445fd54c627e3480,2022-06-16T04:57:37.850Z
120,151506,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,2022-06-16T04:44:13.883Z
Ignorantes,210606,Bad Bunny,Ignorantes,https://i.scdn.co/image/ab67616d0000b273427b8b4d04aef8ed09293b87,2022-06-16T04:39:06.277Z
Otra Noche en Miami,233128,Bad Bunny,X 100PRE,https://i.scdn.co/image/ab67616d0000b2732fbd77033247e889cb7d2ac4,2022-06-16T04:32:19.032Z
Agradezco,256600,Canserbero,Apa y Can,https://i.scdn.co/image/ab67616d0000b273e30da1080d1bdfcf18f962ea,2022-06-16T04:28:25.567Z
Dime Si Te Acuerdas,187272,Bad Bunny,Dime Si Te Acuerdas,https://i.scdn.co/image/ab67616d0000b273c1445ffb7726fb12190914e7,2022-06-16T04:24:09.036Z
Sing For The Moment,339546,Eminem,The Eminem Show,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,2022-06-16T04:15:23.511Z
Como Antes,142576,Rels B,Como Antes,https://i.scdn.co/image/ab67616d0000b273c5f773d4445fd54c627e3480,2022-06-16T04:08:02.425Z
Can't Tell Me Nothing,271600,Kanye West,Graduation,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,2022-06-16T04:05:07.494Z
Let There Be Love,331653,Oasis,Don't Believe The Truth,https://i.scdn.co/image/ab67616d0000b273c9048a825ef38953951d01a4,2022-06-16T04:01:46.284Z
El Paraíso,183259,Los Mesoneros,Caiga la Noche,https://i.scdn.co/image/ab67616d0000b273b7bb14d6b95614bdb46158ff,2022-06-16T02:01:10.644Z
Savior,242280,Rise Against,Appeal To Reason,https://i.scdn.co/image/ab67616d0000b273eaa10fffa60de320846c28be,2022-06-16T01:58:06.292Z
Be Real,226222,Rasmus Faber,Be Real,https://i.scdn.co/image/ab67616d0000b2732335ac60776a03a541abea82,2022-06-16T01:54:03.461Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-06-16T01:26:30.012Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-16T01:23:02.847Z
Can't Hold Us (feat. Ray Dalton),258342,Macklemore & Ryan Lewis,The Heist,https://i.scdn.co/image/ab67616d0000b27398a02fef3a8b1d80a0f164ec,2022-06-16T00:26:06.282Z
Don't Stop Believin',250986,Journey,Escape,https://i.scdn.co/image/ab67616d0000b273c5653f9038e42efad2f8a266,2022-06-16T00:17:06.060Z
Eye of the Tiger,245640,Various Artists,Rocky IV,https://i.scdn.co/image/ab67616d0000b273f4a2ccbe20d6d52f16816812,2022-06-16T00:12:54.621Z
"Hearts On Fire - From ""Rocky IV"" Soundtrack",252920,Various Artists,Rocky IV,https://i.scdn.co/image/ab67616d0000b273f4a2ccbe20d6d52f16816812,2022-06-16T00:08:48.218Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-06-16T00:02:18.234Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-15T23:58:40.236Z
Goodbye To A World,328506,Porter Robinson,Worlds,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,2022-06-15T23:54:19.660Z
Vidro Moyou (Waiting In The Summer),136000,Bobu Sama,Anime Guitar Compilation,https://i.scdn.co/image/ab67616d0000b2733c8e49702ac859c0ed5151a0,2022-06-15T23:32:48.897Z
Kiss It Better,253080,Rihanna,ANTI (Deluxe),https://i.scdn.co/image/ab67616d0000b27333c6b920eabcf4c00d7a1093,2022-06-15T23:26:29.614Z
Another's Arms,234413,Coldplay,Ghost Stories,https://i.scdn.co/image/ab67616d0000b273f864bcdcc245f06831d17ae0,2022-06-15T23:18:47.290Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-06-15T22:04:57.075Z
Nunca Estoy,162493,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-15T21:31:11.472Z
7am On Bridle Path,239635,Drake,Certified Lover Boy,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,2022-06-15T21:28:28.725Z
Reset,191075,LAGOS,Clásicos,https://i.scdn.co/image/ab67616d0000b2730d946b06dd7f6b3488d2a013,2022-06-15T21:24:29.144Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-15T21:21:17.654Z
Running Up That Hill (A Deal With God),298933,Kate Bush,Hounds Of Love,https://i.scdn.co/image/ab67616d0000b27396ab64f52273635308b6bf27,2022-06-15T21:17:06.071Z
Comerte Entera,174480,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-15T21:06:19.595Z
SIN MIRAR LAS SEÑALES,180000,Rels B,Happy Birthday Flakko,https://i.scdn.co/image/ab67616d0000b2733046d628d0d482c79c33ab72,2022-06-15T20:39:42.268Z
Notorious Thugs - 2014 Remaster,366880,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),https://i.scdn.co/image/ab67616d0000b273fde79b88e2a659c394c5ae30,2022-06-15T20:36:42.028Z
Te Olvidaste,187520,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-15T20:30:35.003Z
Soliá,159282,Bad Bunny,YHLQMDLG,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,2022-06-15T20:27:27.271Z
LA NOCHE DE ANOCHE,203200,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,2022-06-15T20:24:47.747Z
So High (feat. Ghost Loft),249287,Wiz Khalifa,Blacc Hollywood (Deluxe),https://i.scdn.co/image/ab67616d0000b27327ed4f26fa2bfbd714dba7dd,2022-06-17T04:41:53.374Z
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),207301,Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),https://i.scdn.co/image/ab67616d0000b273abe9c2b5f03653d6b87696e6,2022-06-17T04:37:43.500Z
SIN MIRAR LAS SEÑALES,180000,Rels B,Happy Birthday Flakko,https://i.scdn.co/image/ab67616d0000b2733046d628d0d482c79c33ab72,2022-06-17T04:34:15.203Z
BUENOS AIRES,240315,Nathy Peluso,Calambre,https://i.scdn.co/image/ab67616d0000b2735eb6fc30c41f63356f7af40a,2022-06-17T04:31:14.489Z
DÁKITI,205090,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,2022-06-17T04:27:14.157Z
Quién lo diría,159497,Nicole Zignago,Quién lo diría,https://i.scdn.co/image/ab67616d0000b2737b243a788db5cb7d7fd06412,2022-06-17T04:23:48.714Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-17T04:21:07.977Z
This Is War,326983,Thirty Seconds To Mars,This Is War (Deluxe),https://i.scdn.co/image/ab67616d0000b273dc71afe98ba69bee55dddf4e,2022-06-17T02:25:43.351Z
Forever,202536,Labrinth,Euphoria (Original Score from the HBO Series),https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,2022-06-17T02:14:56.547Z
I Ain't Worried,148485,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13,2022-06-17T02:11:33.502Z
Another's Arms,234413,Coldplay,Ghost Stories,https://i.scdn.co/image/ab67616d0000b273f864bcdcc245f06831d17ae0,2022-06-17T01:08:06.541Z
Adore You,207133,Harry Styles,Fine Line,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2022-06-17T00:59:23.661Z
Don't Go Yet,164842,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-06-17T00:55:35.819Z
gold rush,185320,Taylor Swift,evermore,https://i.scdn.co/image/ab67616d0000b27333b8541201f1ef38941024be,2022-06-17T00:52:51.473Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-06-17T00:49:44.980Z
ホログラム,249066,NICO Touches the Walls,ホログラム,https://i.scdn.co/image/ab67616d0000b273afe7e473a6651f9212dcb63f,2022-06-17T00:45:15.588Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-17T00:37:39.678Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-06-16T23:55:24.584Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-06-16T23:53:11.916Z
Running Up That Hill (A Deal With God),298933,Kate Bush,Hounds Of Love,https://i.scdn.co/image/ab67616d0000b27396ab64f52273635308b6bf27,2022-06-16T23:49:45.482Z
Zenzenzense - movie ver.,285880,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-06-16T22:18:29.228Z
COMO UN G,262200,ROSALÍA,MOTOMAMI,https://i.scdn.co/image/ab67616d0000b2730c179967a265de0fc76382fe,2022-06-16T22:06:11.281Z
G3 N15,252120,ROSALÍA,MOTOMAMI,https://i.scdn.co/image/ab67616d0000b2730c179967a265de0fc76382fe,2022-06-16T22:01:49.404Z
Nostálgico,209883,Rvssian,Nostálgico,https://i.scdn.co/image/ab67616d0000b273006cb8a368b174bbef547df1,2022-06-16T21:57:36.555Z
good 4 u,178146,Olivia Rodrigo,SOUR,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2022-06-16T21:54:06.510Z
Yo Voy (feat. Daddy Yankee),232019,Zion & Lennox,Motivando a la Yal,https://i.scdn.co/image/ab67616d0000b27387d3146807ad53b05a7daaac,2022-06-16T21:51:08.165Z
Secrets,224693,OneRepublic,Waking Up,https://i.scdn.co/image/ab67616d0000b27377a7bd558d81172446e525bb,2022-06-16T21:47:15.930Z
Divinity - ODESZA Remix,326266,Porter Robinson,Worlds (Remixed),https://i.scdn.co/image/ab67616d0000b27344efd7fe59657dc005c10d28,2022-06-16T21:43:31.105Z
Another's Arms,234413,Coldplay,Ghost Stories,https://i.scdn.co/image/ab67616d0000b273f864bcdcc245f06831d17ae0,2022-06-16T21:38:04.633Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-06-16T21:34:10.149Z
Don't Go Yet,164842,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-06-16T21:30:43.573Z
I Have Questions,221881,Camila Cabello,I Have Questions,https://i.scdn.co/image/ab67616d0000b27399ef7c61426d0cc5ed1529a8,2022-06-16T21:27:58.519Z
Running Up That Hill (A Deal With God),298933,Kate Bush,Hounds Of Love,https://i.scdn.co/image/ab67616d0000b27396ab64f52273635308b6bf27,2022-06-16T21:24:16.465Z
Comerte Entera,174480,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-16T21:18:43.390Z
La Difícil,163084,Bad Bunny,YHLQMDLG,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,2022-06-16T21:18:43.389Z
Strangers,204213,Seven Lions,Worlds Apart,https://i.scdn.co/image/ab67616d0000b273b7c6ba06170910b38d202cf4,2022-06-16T19:45:45.475Z
School,335286,Supertramp,Crime Of The Century (Remastered),https://i.scdn.co/image/ab67616d0000b27389d7032603b62e9aedb03fa2,2022-06-16T19:40:56.960Z
willow,214706,Taylor Swift,evermore,https://i.scdn.co/image/ab67616d0000b27333b8541201f1ef38941024be,2022-06-16T19:36:51.089Z
betty,294520,Taylor Swift,folklore (deluxe version),https://i.scdn.co/image/ab67616d0000b273c288028c2592f400dd0b9233,2022-06-16T19:24:31.475Z
"Gone, Gone, Gone",209693,Phillip Phillips,The World From The Side Of The Moon (Deluxe),https://i.scdn.co/image/ab67616d0000b273d9009cc16eddbc6664508cd8,2022-06-16T19:06:01.442Z
A Sky Full of Stars,267866,Coldplay,Ghost Stories,https://i.scdn.co/image/ab67616d0000b273f864bcdcc245f06831d17ae0,2022-06-16T18:39:41.837Z
Nagano,183813,CLUBZ,Destellos,https://i.scdn.co/image/ab67616d0000b2734bcda62d02abaa5a2c847689,2022-06-16T16:59:17.187Z
Only One,257399,Yellowcard,Ocean Avenue,https://i.scdn.co/image/ab67616d0000b273d1fd8f264564d9eef7617a45,2022-06-16T16:56:12.462Z
Suburbios,259827,Siddhartha,00:00,https://i.scdn.co/image/ab67616d0000b2734d7f05e6a9b26e981e9ac3ac,2022-06-16T16:51:55.185Z
Champion,167600,Kanye West,Graduation,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,2022-06-17T04:47:45.437Z
Style,231000,Taylor Swift,1989 (Deluxe),https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,2022-06-17T04:47:26.216Z
Algo Mágico,261603,Rauw Alejandro,Afrodisíaco,https://i.scdn.co/image/ab67616d0000b2733926e048d839e1173fe17326,2022-06-17T04:46:14.740Z
Mónaco,192313,LAGOS,Clásicos,https://i.scdn.co/image/ab67616d0000b2730d946b06dd7f6b3488d2a013,2022-06-17T04:50:58.142Z
Reina Pepiada,244360,Alvaro Diaz,Diaz Antes,https://i.scdn.co/image/ab67616d0000b2732e44e0c7f88373121d939ea0,2022-06-17T04:55:03.252Z
Como Antes,230577,Bad Bunny,X 100PRE,https://i.scdn.co/image/ab67616d0000b2732fbd77033247e889cb7d2ac4,2022-06-17T05:12:19.820Z
Ateo,239925,C. Tangana,Ateo,https://i.scdn.co/image/ab67616d0000b273ef0cbc8ab511564631677a5c,2022-06-17T05:08:28.111Z
Esta Dejá,241973,Jhay Cortez,Timelezz,https://i.scdn.co/image/ab67616d0000b27321ee2e52263690b0b2c80c2a,2022-06-17T05:04:28.142Z
"Lose Yourself - From ""8 Mile"" Soundtrack",322226,Eminem,Just Lose It,https://i.scdn.co/image/ab67616d0000b273b6ef2ebd34efb08cb76f6eec,2022-06-17T05:00:25.579Z
Si Estuviésemos Juntos,169247,Bad Bunny,X 100PRE,https://i.scdn.co/image/ab67616d0000b2732fbd77033247e889cb7d2ac4,2022-06-17T05:21:51.079Z
Si Estuviésemos Juntos,169247,Bad Bunny,X 100PRE,https://i.scdn.co/image/ab67616d0000b2732fbd77033247e889cb7d2ac4,2022-06-17T05:18:29.404Z
Sigue Bailandome,352441,Yannc,Sigue Bailandome,https://i.scdn.co/image/ab67616d0000b27396a8cffad3d4fe437fcc87ac,2022-06-17T05:13:21.083Z
Si Supieras,251433,Kevin Kaarl,Hasta el Fin Del Mundo,https://i.scdn.co/image/ab67616d0000b273567121d8cddb25d1f5ff9650,2022-06-17T05:34:04.526Z
Volando - Remix,273474,Mora,Volando (Remix),https://i.scdn.co/image/ab67616d0000b273c06f8626913962e921586190,2022-06-17T05:29:51.706Z
Yonaguni,206710,Bad Bunny,Yonaguni,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,2022-06-17T05:25:18.545Z
HACIENDO QUE ME AMAS,217768,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,2022-06-17T05:43:44.825Z
Fuentes de Ortiz,207400,Ed Maverick,mix pa llorar en tu cuarto,https://i.scdn.co/image/ab67616d0000b2736c4c83779f5d3cd6ad3e1aec,2022-06-17T05:40:06.643Z
Demasiadas Mujeres,153960,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-17T05:36:38.121Z
LA CANCIÓN,242573,J Balvin,OASIS,https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb,2022-06-17T05:47:47.698Z
Si Supieras,251433,Kevin Kaarl,Hasta el Fin Del Mundo,https://i.scdn.co/image/ab67616d0000b273567121d8cddb25d1f5ff9650,2022-06-17T05:51:59.476Z
Es Épico,361978,Canserbero,Muerte,https://i.scdn.co/image/ab67616d0000b273fd7bf6e660e2da01813c70f7,2022-06-18T05:56:48.851Z
Me Has Dejado,242285,Nicki Nicole,Parte de Mí,https://i.scdn.co/image/ab67616d0000b27319f7055ea11fba4868f7794a,2022-06-18T05:06:20.572Z
Es Épico,361978,Canserbero,Muerte,https://i.scdn.co/image/ab67616d0000b273fd7bf6e660e2da01813c70f7,2022-06-18T05:06:03.432Z
Es Épico,361978,Canserbero,Muerte,https://i.scdn.co/image/ab67616d0000b273fd7bf6e660e2da01813c70f7,2022-06-18T03:34:10.527Z
HOY COBRÉ,162151,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,2022-06-18T03:29:14.813Z
Tú Me Dejaste De Querer,198493,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-18T03:24:40.281Z
Demasiadas Mujeres,153960,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-18T03:21:21.507Z
Los Tontos,192786,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-18T03:18:28.324Z
Moscow Mule,245939,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-18T03:11:30.623Z
Ingobernable,187053,C. Tangana,El Madrileño,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2022-06-18T03:07:08.097Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-06-18T03:04:01.195Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-18T03:00:34.095Z
Loco,211319,Siddhartha,El Vuelo del Pez,https://i.scdn.co/image/ab67616d0000b27313d8c172a1fbc16a7fb59b5a,2022-06-18T01:13:57.958Z
Buscándote (Cap. 7),229346,Siddhartha,MEMORIA FUTURO,https://i.scdn.co/image/ab67616d0000b27314590d27fe98d0f4d8f344ed,2022-06-18T01:10:25.856Z
Paraíso Lunar,225104,Siddhartha,Paraíso Lunar,https://i.scdn.co/image/ab67616d0000b273b75ac3c92bdebbe5728a7600,2022-06-18T01:06:35.930Z
Brújula,252661,Siddhartha,Brújula,https://i.scdn.co/image/ab67616d0000b273f611be7cf9122ff631f912c4,2022-06-18T01:02:50.560Z
00:00,215251,Siddhartha,00:00,https://i.scdn.co/image/ab67616d0000b2736db7ea56bc4024581bb5bf0b,2022-06-18T00:58:37.891Z
Brújula,252661,Siddhartha,00:00,https://i.scdn.co/image/ab67616d0000b2734d7f05e6a9b26e981e9ac3ac,2022-06-18T00:55:01.495Z
Ser Parte,257293,Siddhartha,Únicos,https://i.scdn.co/image/ab67616d0000b27330b531f6856407232b5de5eb,2022-06-18T00:50:48.389Z
Me Hace Falta (Cap. 2),225834,Siddhartha,MEMORIA FUTURO,https://i.scdn.co/image/ab67616d0000b27314590d27fe98d0f4d8f344ed,2022-06-18T00:46:31.357Z
Únicos,252840,Siddhartha,Únicos,https://i.scdn.co/image/ab67616d0000b27330b531f6856407232b5de5eb,2022-06-18T00:42:36.660Z
00:00,215251,Siddhartha,00:00,https://i.scdn.co/image/ab67616d0000b2734d7f05e6a9b26e981e9ac3ac,2022-06-18T00:38:23.514Z
Be Real,226222,Rasmus Faber,Be Real,https://i.scdn.co/image/ab67616d0000b2732335ac60776a03a541abea82,2022-06-18T00:32:12.943Z
Suburbios,259827,Siddhartha,00:00,https://i.scdn.co/image/ab67616d0000b2734d7f05e6a9b26e981e9ac3ac,2022-06-18T00:27:35.228Z
Running Up That Hill (A Deal With God),298933,Kate Bush,Hounds Of Love,https://i.scdn.co/image/ab67616d0000b27396ab64f52273635308b6bf27,2022-06-18T00:17:42.610Z
willow,214706,Taylor Swift,evermore,https://i.scdn.co/image/ab67616d0000b27333b8541201f1ef38941024be,2022-06-18T00:12:27.719Z
La Santa,206420,Bad Bunny,YHLQMDLG,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,2022-06-17T21:49:12.363Z
Ateo,239925,C. Tangana,Ateo,https://i.scdn.co/image/ab67616d0000b273ef0cbc8ab511564631677a5c,2022-06-17T21:46:54.794Z
Moscow Mule,245939,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-17T21:42:53.921Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-17T21:38:47.867Z
Un Verano Sin Ti,148143,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-17T21:32:10.395Z
Bam Bam (feat. Ed Sheeran),206070,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-06-17T21:29:35.608Z
The Real Her,321080,Drake,Take Care (Deluxe),https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550,2022-06-17T18:58:31.377Z
Doing It Wrong,265120,Drake,Take Care (Deluxe),https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550,2022-06-17T18:55:44.452Z
Intro,36935,Drake,"Honestly, Nevermind",https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,2022-06-17T18:24:10.420Z
gold rush,185320,Taylor Swift,evermore,https://i.scdn.co/image/ab67616d0000b27333b8541201f1ef38941024be,2022-06-17T16:59:20.653Z
Wildest Dreams (Taylor's Version),220433,Taylor Swift,Wildest Dreams (Taylor's Version),https://i.scdn.co/image/ab67616d0000b273eb10050f6fe8e2783a91a4b1,2022-06-17T16:56:15.203Z
Style,231000,Taylor Swift,1989 (Deluxe),https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,2022-06-17T16:52:34.947Z
willow,214706,Taylor Swift,evermore,https://i.scdn.co/image/ab67616d0000b27333b8541201f1ef38941024be,2022-06-17T16:48:43.718Z
Te Quieres Ir,216077,McKlopedia,Te Quieres Ir,https://i.scdn.co/image/ab67616d0000b2730aba616c27ac7070d83da0ff,2022-06-17T16:17:41.476Z
It Takes Two,159012,Fiji Blue,It Takes Two,https://i.scdn.co/image/ab67616d0000b2736cee58caa91f712f58dd5e9c,2022-06-17T16:15:55.247Z
Dream lantern,131666,RADWIMPS,Your Name.,https://i.scdn.co/image/ab67616d0000b273cbbbea7d8fcf057f65071a85,2022-06-17T16:13:15.809Z
ホログラム,249066,NICO Touches the Walls,ホログラム,https://i.scdn.co/image/ab67616d0000b273afe7e473a6651f9212dcb63f,2022-06-17T16:11:03.270Z
Don't Go Yet,164842,Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2022-06-17T16:06:38.658Z
I Have Questions,221881,Camila Cabello,I Have Questions,https://i.scdn.co/image/ab67616d0000b27399ef7c61426d0cc5ed1529a8,2022-06-17T16:03:35.630Z
Running Up That Hill (A Deal With God),298933,Kate Bush,Hounds Of Love,https://i.scdn.co/image/ab67616d0000b27396ab64f52273635308b6bf27,2022-06-17T15:59:16.706Z
Fighters,226560,Conro,Level Days,https://i.scdn.co/image/ab67616d0000b2735db0e158c9343c8fada495d6,2022-06-17T15:50:14.213Z
La Santa,206420,Bad Bunny,YHLQMDLG,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,2022-06-18T19:49:28.220Z
This Is War,326983,Thirty Seconds To Mars,This Is War (Deluxe),https://i.scdn.co/image/ab67616d0000b273dc71afe98ba69bee55dddf4e,2022-06-18T19:40:38.757Z
Don't Go Away - Remastered,288666,Oasis,Be Here Now (Remastered),https://i.scdn.co/image/ab67616d0000b273b98351257739e36833c0f297,2022-06-18T19:04:48.143Z
"Neon - Live at the Nokia Theatre, Los Angeles, CA - December 2007",355733,John Mayer,Where the Light Is: John Mayer Live In Los Angeles,https://i.scdn.co/image/ab67616d0000b2735b9c332f9f76cabc137e400f,2022-06-18T18:59:59.150Z
One More Light,255066,Linkin Park,One More Light,https://i.scdn.co/image/ab67616d0000b273145e1cf12538f5666511237d,2022-06-18T18:51:33.754Z
Viva La Vida,242373,Coldplay,Viva La Vida or Death and All His Friends,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e,2022-06-18T18:47:17.863Z
Algo Mágico,261603,Rauw Alejandro,Afrodisíaco,https://i.scdn.co/image/ab67616d0000b2733926e048d839e1173fe17326,2022-06-18T18:41:24.328Z
Ojitos Lindos,258298,Bad Bunny,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-06-18T18:37:01.782Z
Es Épico,361978,Canserbero,Muerte,https://i.scdn.co/image/ab67616d0000b273fd7bf6e660e2da01813c70f7,2022-06-18T18:32:44.746Z
Paraíso Lunar,225104,Siddhartha,Paraíso Lunar,https://i.scdn.co/image/ab67616d0000b273b75ac3c92bdebbe5728a7600,2022-06-18T18:19:17.081Z
